Order Customer Id,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,RFM_Score,RFM_Total_Score,Customer_Segmentation
12904,1879,1,11.28999996,2,4,4,244,10,Loyal Customers
12905,1879,1,8.470000267,2,4,4,244,10,Loyal Customers
12906,1879,1,9.029999733,2,4,4,244,10,Loyal Customers
12907,1879,1,9.260000229,2,4,4,244,10,Loyal Customers
12908,1879,1,9.369999886,2,4,4,244,10,Loyal Customers
12909,1879,1,9.479999542,2,4,4,244,10,Loyal Customers
12910,1879,1,9.600000381,2,4,4,244,10,Loyal Customers
12911,1879,1,9.819999695,2,4,4,244,10,Loyal Customers
12912,1879,1,9.93999958,2,4,4,244,10,Loyal Customers
12913,1879,1,10.15999985,2,4,4,244,10,Loyal Customers
12914,1879,1,10.27000046,2,4,4,244,10,Loyal Customers
12915,1879,1,10.5,2,4,4,244,10,Loyal Customers
12916,1879,1,10.67000008,2,4,4,244,10,Loyal Customers
12917,1879,1,10.72999954,2,4,4,244,10,Loyal Customers
12918,1879,1,10.84000015,2,4,4,244,10,Loyal Customers
12919,1879,1,10.94999981,2,4,4,244,10,Loyal Customers
12920,1879,1,11.06000042,2,4,4,244,10,Loyal Customers
12921,1879,1,11.18000031,2,4,4,244,10,Loyal Customers
12922,1879,1,11.28999996,2,4,4,244,10,Loyal Customers
12923,1879,1,8.470000267,2,4,4,244,10,Loyal Customers
12924,1879,1,9.029999733,2,4,4,244,10,Loyal Customers
12925,1879,1,9.260000229,2,4,4,244,10,Loyal Customers
12926,1879,1,9.369999886,2,4,4,244,10,Loyal Customers
12927,1879,1,9.479999542,2,4,4,244,10,Loyal Customers
12928,1879,1,9.600000381,2,4,4,244,10,Loyal Customers
12929,1879,1,9.819999695,2,4,4,244,10,Loyal Customers
12930,1879,1,9.93999958,2,4,4,244,10,Loyal Customers
12931,1879,1,10.15999985,2,4,4,244,10,Loyal Customers
12932,1879,1,10.27000046,2,4,4,244,10,Loyal Customers
12933,1879,1,10.5,2,4,4,244,10,Loyal Customers
12934,1879,1,10.67000008,2,4,4,244,10,Loyal Customers
12935,1879,1,10.72999954,2,4,4,244,10,Loyal Customers
12936,1879,1,10.84000015,2,4,4,244,10,Loyal Customers
12937,1879,1,10.94999981,2,4,4,244,10,Loyal Customers
12938,1879,1,11.06000042,2,4,4,244,10,Loyal Customers
12939,1879,1,11.18000031,2,4,4,244,10,Loyal Customers
12940,1879,1,11.28999996,2,4,4,244,10,Loyal Customers
12941,1879,1,8.470000267,2,4,4,244,10,Loyal Customers
12942,1879,1,9.029999733,2,4,4,244,10,Loyal Customers
12943,1879,1,9.260000229,2,4,4,244,10,Loyal Customers
12944,1879,1,9.369999886,2,4,4,244,10,Loyal Customers
12945,1879,1,9.479999542,2,4,4,244,10,Loyal Customers
12946,1879,1,9.600000381,2,4,4,244,10,Loyal Customers
12947,1879,1,9.819999695,2,4,4,244,10,Loyal Customers
12948,1879,1,9.93999958,2,4,4,244,10,Loyal Customers
12949,1878,1,10.15999985,2,4,4,244,10,Loyal Customers
12950,1878,1,10.27000046,2,4,4,244,10,Loyal Customers
12951,1878,1,10.5,2,4,4,244,10,Loyal Customers
12952,1878,1,10.67000008,2,4,4,244,10,Loyal Customers
12953,1878,1,10.72999954,2,4,4,244,10,Loyal Customers
12954,1878,1,10.84000015,2,4,4,244,10,Loyal Customers
12955,1878,1,10.94999981,2,4,4,244,10,Loyal Customers
12956,1878,1,11.06000042,2,4,4,244,10,Loyal Customers
12957,1878,1,11.18000031,2,4,4,244,10,Loyal Customers
12958,1878,1,11.28999996,2,4,4,244,10,Loyal Customers
12959,1878,1,8.470000267,2,4,4,244,10,Loyal Customers
12960,1878,1,406.8399963,2,4,3,243,9,Recent Customers
12961,1878,1,411.3599854,2,4,3,243,9,Recent Customers
12962,1878,1,420.3999939,2,4,3,243,9,Recent Customers
12963,1878,1,427.1799927,2,4,3,243,9,Recent Customers
12964,1878,1,429.4400024,2,4,3,243,9,Recent Customers
12965,1878,1,433.9599915,2,4,3,243,9,Recent Customers
12966,1878,1,438.480011,2,4,3,243,9,Recent Customers
12967,1878,1,443.0,2,4,3,243,9,Recent Customers
12968,1878,1,447.519989,2,4,3,243,9,Recent Customers
12969,1878,1,452.0400085,2,4,3,243,9,Recent Customers
12970,1878,1,339.0299988,2,4,3,243,9,Recent Customers
12971,1878,1,361.6300049,2,4,3,243,9,Recent Customers
12972,1878,1,370.6700134,2,4,3,243,9,Recent Customers
12973,1878,1,375.1900024,2,4,3,243,9,Recent Customers
12974,1878,1,379.7099915,2,4,3,243,9,Recent Customers
12975,1878,1,384.230011,2,4,3,243,9,Recent Customers
12976,1878,1,393.269989,2,4,3,243,9,Recent Customers
12977,1878,1,397.7999878,2,4,3,243,9,Recent Customers
12978,1878,1,406.8399963,2,4,3,243,9,Recent Customers
12979,1878,1,411.3599854,2,4,3,243,9,Recent Customers
12980,1878,1,420.3999939,2,4,3,243,9,Recent Customers
12981,1878,1,427.1799927,2,4,3,243,9,Recent Customers
12982,1878,1,429.4400024,2,4,3,243,9,Recent Customers
12983,1878,1,433.9599915,2,4,3,243,9,Recent Customers
12984,1878,1,438.480011,2,4,3,243,9,Recent Customers
12985,1878,1,443.0,2,4,3,243,9,Recent Customers
12986,1878,1,447.519989,2,4,3,243,9,Recent Customers
12987,1878,1,452.0400085,2,4,3,243,9,Recent Customers
12988,1878,1,339.0299988,2,4,3,243,9,Recent Customers
12989,1878,1,361.6300049,2,4,3,243,9,Recent Customers
12990,1878,1,370.6700134,2,4,3,243,9,Recent Customers
12991,1878,1,375.1900024,2,4,3,243,9,Recent Customers
12992,1878,1,379.7099915,2,4,3,243,9,Recent Customers
12993,1878,1,384.230011,2,4,3,243,9,Recent Customers
12994,1878,1,393.269989,2,4,3,243,9,Recent Customers
12995,1878,1,397.7999878,2,4,3,243,9,Recent Customers
12996,1878,1,406.8399963,2,4,3,243,9,Recent Customers
12997,1878,1,411.3599854,2,4,3,243,9,Recent Customers
12998,1878,1,420.3999939,2,4,3,243,9,Recent Customers
12999,1878,1,427.1799927,2,4,3,243,9,Recent Customers
13000,1878,1,429.4400024,2,4,3,243,9,Recent Customers
13001,1878,1,433.9599915,2,4,3,243,9,Recent Customers
13002,1878,1,438.480011,2,4,3,243,9,Recent Customers
13003,1878,1,443.0,2,4,3,243,9,Recent Customers
13004,1878,1,447.519989,2,4,3,243,9,Recent Customers
13005,1878,1,452.0400085,2,4,3,243,9,Recent Customers
13006,1878,1,339.0299988,2,4,3,243,9,Recent Customers
13007,1878,1,361.6300049,2,4,3,243,9,Recent Customers
13008,1878,1,370.6700134,2,4,3,243,9,Recent Customers
13009,1878,1,375.1900024,2,4,3,243,9,Recent Customers
13010,1878,1,379.7099915,2,4,3,243,9,Recent Customers
13011,1878,1,384.230011,2,4,3,243,9,Recent Customers
13012,1878,1,393.269989,2,4,3,243,9,Recent Customers
13013,1878,1,397.7999878,2,4,3,243,9,Recent Customers
13014,1878,1,406.8399963,2,4,3,243,9,Recent Customers
13015,1878,1,411.3599854,2,4,3,243,9,Recent Customers
13016,1878,1,420.3999939,2,4,3,243,9,Recent Customers
13017,1878,1,427.1799927,2,4,3,243,9,Recent Customers
13018,1877,1,429.4400024,2,4,3,243,9,Recent Customers
13019,1877,1,433.9599915,2,4,3,243,9,Recent Customers
13020,1877,1,438.480011,2,4,3,243,9,Recent Customers
13021,1877,1,443.0,2,4,3,243,9,Recent Customers
13022,1877,1,447.519989,2,4,3,243,9,Recent Customers
13023,1877,1,452.0400085,2,4,3,243,9,Recent Customers
13024,1877,1,339.0299988,2,4,3,243,9,Recent Customers
13025,1877,1,361.6300049,2,4,3,243,9,Recent Customers
13026,1877,1,370.6700134,2,4,3,243,9,Recent Customers
13027,1877,1,375.1900024,2,4,3,243,9,Recent Customers
13028,1877,1,379.7099915,2,4,3,243,9,Recent Customers
13029,1877,1,384.230011,2,4,3,243,9,Recent Customers
13030,1877,1,393.269989,2,4,3,243,9,Recent Customers
13031,1877,1,397.7999878,2,4,3,243,9,Recent Customers
13032,1877,1,406.8399963,2,4,3,243,9,Recent Customers
13033,1877,1,411.3599854,2,4,3,243,9,Recent Customers
13034,1877,1,420.3999939,2,4,3,243,9,Recent Customers
13035,1877,1,427.1799927,2,4,3,243,9,Recent Customers
13036,1877,1,429.4400024,2,4,3,243,9,Recent Customers
13037,1877,1,433.9599915,2,4,3,243,9,Recent Customers
13038,1877,1,438.480011,2,4,3,243,9,Recent Customers
13039,1877,1,443.0,2,4,3,243,9,Recent Customers
13040,1877,1,447.519989,2,4,3,243,9,Recent Customers
13041,1877,1,452.0400085,2,4,3,243,9,Recent Customers
13042,1877,1,339.0299988,2,4,3,243,9,Recent Customers
13043,1877,1,361.6300049,2,4,3,243,9,Recent Customers
13044,1877,1,370.6700134,2,4,3,243,9,Recent Customers
13045,1877,1,375.1900024,2,4,3,243,9,Recent Customers
13046,1877,1,379.7099915,2,4,3,243,9,Recent Customers
13047,1877,1,384.230011,2,4,3,243,9,Recent Customers
13048,1877,1,393.269989,2,4,3,243,9,Recent Customers
13049,1877,1,397.7999878,2,4,3,243,9,Recent Customers
13050,1877,1,406.8399963,2,4,3,243,9,Recent Customers
13051,1877,1,411.3599854,2,4,3,243,9,Recent Customers
13052,1877,1,420.3999939,2,4,3,243,9,Recent Customers
13053,1877,1,427.1799927,2,4,3,243,9,Recent Customers
13054,1877,1,429.4400024,2,4,3,243,9,Recent Customers
13055,1877,1,433.9599915,2,4,3,243,9,Recent Customers
13056,1877,1,438.480011,2,4,3,243,9,Recent Customers
13057,1877,1,443.0,2,4,3,243,9,Recent Customers
13058,1877,1,447.519989,2,4,3,243,9,Recent Customers
13059,1877,1,452.0400085,2,4,3,243,9,Recent Customers
13060,1877,1,339.0299988,2,4,3,243,9,Recent Customers
13061,1877,1,361.6300049,2,4,3,243,9,Recent Customers
13062,1877,1,370.6700134,2,4,3,243,9,Recent Customers
13063,1877,1,375.1900024,2,4,3,243,9,Recent Customers
13064,1877,1,379.7099915,2,4,3,243,9,Recent Customers
13065,1877,1,384.230011,2,4,3,243,9,Recent Customers
13066,1877,1,393.269989,2,4,3,243,9,Recent Customers
13067,1877,1,397.7999878,2,4,3,243,9,Recent Customers
13068,1877,1,406.8399963,2,4,3,243,9,Recent Customers
13069,1877,1,411.3599854,2,4,3,243,9,Recent Customers
13070,1877,1,420.3999939,2,4,3,243,9,Recent Customers
13071,1877,1,427.1799927,2,4,3,243,9,Recent Customers
13072,1877,1,429.4400024,2,4,3,243,9,Recent Customers
13073,1877,1,433.9599915,2,4,3,243,9,Recent Customers
13074,1877,1,438.480011,2,4,3,243,9,Recent Customers
13075,1877,1,443.0,2,4,3,243,9,Recent Customers
13076,1877,1,447.519989,2,4,3,243,9,Recent Customers
13077,1877,1,452.0400085,2,4,3,243,9,Recent Customers
13078,1877,1,339.0299988,2,4,3,243,9,Recent Customers
13079,1877,1,361.6300049,2,4,3,243,9,Recent Customers
13080,1877,1,370.6700134,2,4,3,243,9,Recent Customers
13081,1877,1,375.1900024,2,4,3,243,9,Recent Customers
13082,1877,1,379.7099915,2,4,3,243,9,Recent Customers
13083,1877,1,384.230011,2,4,3,243,9,Recent Customers
13084,1877,1,393.269989,2,4,3,243,9,Recent Customers
13085,1877,1,397.7999878,2,4,3,243,9,Recent Customers
13086,1876,1,406.8399963,2,4,3,243,9,Recent Customers
13087,1876,1,411.3599854,2,4,3,243,9,Recent Customers
13088,1876,1,420.3999939,2,4,3,243,9,Recent Customers
13089,1876,1,427.1799927,2,4,3,243,9,Recent Customers
13090,1876,1,429.4400024,2,4,3,243,9,Recent Customers
13091,1876,1,433.9599915,2,4,3,243,9,Recent Customers
13092,1876,1,438.480011,2,4,3,243,9,Recent Customers
13093,1876,1,443.0,2,4,3,243,9,Recent Customers
13094,1876,1,447.519989,2,4,3,243,9,Recent Customers
13095,1876,1,452.0400085,2,4,3,243,9,Recent Customers
13096,1876,1,339.0299988,2,4,3,243,9,Recent Customers
13097,1876,1,361.6300049,2,4,3,243,9,Recent Customers
13098,1876,1,370.6700134,2,4,3,243,9,Recent Customers
13099,1876,1,375.1900024,2,4,3,243,9,Recent Customers
13100,1876,1,379.7099915,2,4,3,243,9,Recent Customers
13101,1876,1,384.230011,2,4,3,243,9,Recent Customers
13102,1876,1,393.269989,2,4,3,243,9,Recent Customers
13103,1876,1,397.7999878,2,4,3,243,9,Recent Customers
13104,1876,1,406.8399963,2,4,3,243,9,Recent Customers
13105,1876,1,411.3599854,2,4,3,243,9,Recent Customers
13106,1876,1,420.3999939,2,4,3,243,9,Recent Customers
13107,1876,1,427.1799927,2,4,3,243,9,Recent Customers
13108,1876,1,429.4400024,2,4,3,243,9,Recent Customers
13109,1876,1,433.9599915,2,4,3,243,9,Recent Customers
13110,1876,1,438.480011,2,4,3,243,9,Recent Customers
13111,1876,1,443.0,2,4,3,243,9,Recent Customers
13112,1876,1,447.519989,2,4,3,243,9,Recent Customers
13113,1876,1,452.0400085,2,4,3,243,9,Recent Customers
13114,1876,1,339.0299988,2,4,3,243,9,Recent Customers
13115,1876,1,361.6300049,2,4,3,243,9,Recent Customers
13116,1876,1,370.6700134,2,4,3,243,9,Recent Customers
13117,1876,1,375.1900024,2,4,3,243,9,Recent Customers
13118,1876,1,379.7099915,2,4,3,243,9,Recent Customers
13119,1876,1,384.230011,2,4,3,243,9,Recent Customers
13120,1876,1,393.269989,2,4,3,243,9,Recent Customers
13121,1876,1,397.7999878,2,4,3,243,9,Recent Customers
13122,1876,1,406.8399963,2,4,3,243,9,Recent Customers
13123,1876,1,411.3599854,2,4,3,243,9,Recent Customers
13124,1876,1,420.3999939,2,4,3,243,9,Recent Customers
13125,1876,1,427.1799927,2,4,3,243,9,Recent Customers
13126,1876,1,429.4400024,2,4,3,243,9,Recent Customers
13127,1876,1,433.9599915,2,4,3,243,9,Recent Customers
13128,1876,1,438.480011,2,4,3,243,9,Recent Customers
13129,1876,1,443.0,2,4,3,243,9,Recent Customers
13130,1876,1,447.519989,2,4,3,243,9,Recent Customers
13131,1876,1,452.0400085,2,4,3,243,9,Recent Customers
13132,1876,1,339.0299988,2,4,3,243,9,Recent Customers
13133,1876,1,361.6300049,2,4,3,243,9,Recent Customers
13134,1876,1,370.6700134,2,4,3,243,9,Recent Customers
13135,1876,1,375.1900024,2,4,3,243,9,Recent Customers
13136,1876,1,379.7099915,2,4,3,243,9,Recent Customers
13137,1876,1,384.230011,2,4,3,243,9,Recent Customers
13138,1876,1,393.269989,2,4,3,243,9,Recent Customers
13139,1876,1,397.7999878,2,4,3,243,9,Recent Customers
13140,1876,1,406.8399963,2,4,3,243,9,Recent Customers
13141,1876,1,411.3599854,2,4,3,243,9,Recent Customers
13142,1876,1,420.3999939,2,4,3,243,9,Recent Customers
13143,1876,1,427.1799927,2,4,3,243,9,Recent Customers
13144,1876,1,429.4400024,2,4,3,243,9,Recent Customers
13145,1876,1,433.9599915,2,4,3,243,9,Recent Customers
13146,1876,1,438.480011,2,4,3,243,9,Recent Customers
13147,1876,1,443.0,2,4,3,243,9,Recent Customers
13148,1876,1,447.519989,2,4,3,243,9,Recent Customers
13149,1876,1,452.0400085,2,4,3,243,9,Recent Customers
13150,1876,1,339.0299988,2,4,3,243,9,Recent Customers
13151,1876,1,361.6300049,2,4,3,243,9,Recent Customers
13152,1876,1,370.6700134,2,4,3,243,9,Recent Customers
13153,1876,1,375.1900024,2,4,3,243,9,Recent Customers
13154,1876,1,379.7099915,2,4,3,243,9,Recent Customers
13155,1875,1,384.230011,2,4,3,243,9,Recent Customers
13156,1875,1,393.269989,2,4,3,243,9,Recent Customers
13157,1875,1,397.7999878,2,4,3,243,9,Recent Customers
13158,1875,1,406.8399963,2,4,3,243,9,Recent Customers
13159,1875,1,411.3599854,2,4,3,243,9,Recent Customers
13160,1875,1,420.3999939,2,4,3,243,9,Recent Customers
13161,1875,1,427.1799927,2,4,3,243,9,Recent Customers
13162,1875,1,429.4400024,2,4,3,243,9,Recent Customers
13163,1875,1,433.9599915,2,4,3,243,9,Recent Customers
13164,1875,1,438.480011,2,4,3,243,9,Recent Customers
13165,1875,1,443.0,2,4,3,243,9,Recent Customers
13166,1875,1,447.519989,2,4,3,243,9,Recent Customers
13167,1875,1,452.0400085,2,4,3,243,9,Recent Customers
13168,1875,1,339.0299988,2,4,3,243,9,Recent Customers
13169,1875,1,361.6300049,2,4,3,243,9,Recent Customers
13170,1875,1,370.6700134,2,4,3,243,9,Recent Customers
13171,1875,1,375.1900024,2,4,3,243,9,Recent Customers
13172,1875,1,379.7099915,2,4,3,243,9,Recent Customers
13173,1875,1,384.230011,2,4,3,243,9,Recent Customers
13174,1875,1,393.269989,2,4,3,243,9,Recent Customers
13175,1875,1,397.7999878,2,4,3,243,9,Recent Customers
13176,1875,1,406.8399963,2,4,3,243,9,Recent Customers
13177,1875,1,411.3599854,2,4,3,243,9,Recent Customers
13178,1875,1,420.3999939,2,4,3,243,9,Recent Customers
13179,1875,1,427.1799927,2,4,3,243,9,Recent Customers
13180,1875,1,429.4400024,2,4,3,243,9,Recent Customers
13181,1875,1,433.9599915,2,4,3,243,9,Recent Customers
13182,1875,1,438.480011,2,4,3,243,9,Recent Customers
13183,1875,1,443.0,2,4,3,243,9,Recent Customers
13184,1875,1,447.519989,2,4,3,243,9,Recent Customers
13185,1875,1,452.0400085,2,4,3,243,9,Recent Customers
13186,1875,1,339.0299988,2,4,3,243,9,Recent Customers
13187,1875,1,361.6300049,2,4,3,243,9,Recent Customers
13188,1875,1,370.6700134,2,4,3,243,9,Recent Customers
13189,1875,1,375.1900024,2,4,3,243,9,Recent Customers
13190,1875,1,379.7099915,2,4,3,243,9,Recent Customers
13191,1875,1,384.230011,2,4,3,243,9,Recent Customers
13192,1875,1,393.269989,2,4,3,243,9,Recent Customers
13193,1875,1,397.7999878,2,4,3,243,9,Recent Customers
13194,1875,1,406.8399963,2,4,3,243,9,Recent Customers
13195,1875,1,411.3599854,2,4,3,243,9,Recent Customers
13196,1875,1,420.3999939,2,4,3,243,9,Recent Customers
13197,1875,1,427.1799927,2,4,3,243,9,Recent Customers
13198,1875,1,429.4400024,2,4,3,243,9,Recent Customers
13199,1875,1,433.9599915,2,4,3,243,9,Recent Customers
13200,1875,1,438.480011,2,4,3,243,9,Recent Customers
13201,1875,1,443.0,2,4,3,243,9,Recent Customers
13202,1875,1,447.519989,2,4,3,243,9,Recent Customers
13203,1875,1,452.0400085,2,4,3,243,9,Recent Customers
13204,1875,1,339.0299988,2,4,3,243,9,Recent Customers
13205,1875,1,361.6300049,2,4,3,243,9,Recent Customers
13206,1875,1,370.6700134,2,4,3,243,9,Recent Customers
13207,1875,1,375.1900024,2,4,3,243,9,Recent Customers
13208,1875,1,379.7099915,2,4,3,243,9,Recent Customers
13209,1875,1,384.230011,2,4,3,243,9,Recent Customers
13210,1875,1,393.269989,2,4,3,243,9,Recent Customers
13211,1875,1,397.7999878,2,4,3,243,9,Recent Customers
13212,1875,1,406.8399963,2,4,3,243,9,Recent Customers
13213,1875,1,411.3599854,2,4,3,243,9,Recent Customers
13214,1875,1,420.3999939,2,4,3,243,9,Recent Customers
13215,1875,1,427.1799927,2,4,3,243,9,Recent Customers
13216,1875,1,429.4400024,2,4,3,243,9,Recent Customers
13217,1875,1,433.9599915,2,4,3,243,9,Recent Customers
13218,1875,1,438.480011,2,4,3,243,9,Recent Customers
13219,1875,1,443.0,2,4,3,243,9,Recent Customers
13220,1875,1,447.519989,2,4,3,243,9,Recent Customers
13221,1875,1,452.0400085,2,4,3,243,9,Recent Customers
13222,1875,1,339.0299988,2,4,3,243,9,Recent Customers
13223,1874,1,361.6300049,2,4,3,243,9,Recent Customers
13224,1874,1,370.6700134,2,4,3,243,9,Recent Customers
13225,1874,1,375.1900024,2,4,3,243,9,Recent Customers
13226,1874,1,379.7099915,2,4,3,243,9,Recent Customers
13227,1874,1,384.230011,2,4,3,243,9,Recent Customers
13228,1874,1,393.269989,2,4,3,243,9,Recent Customers
13229,1874,1,397.7999878,2,4,3,243,9,Recent Customers
13230,1874,1,406.8399963,2,4,3,243,9,Recent Customers
13231,1874,1,411.3599854,2,4,3,243,9,Recent Customers
13232,1874,1,420.3999939,2,4,3,243,9,Recent Customers
13233,1874,1,427.1799927,2,4,3,243,9,Recent Customers
13234,1874,1,429.4400024,2,4,3,243,9,Recent Customers
13235,1874,1,433.9599915,2,4,3,243,9,Recent Customers
13236,1874,1,438.480011,2,4,3,243,9,Recent Customers
13237,1874,1,443.0,2,4,3,243,9,Recent Customers
13238,1874,1,447.519989,2,4,3,243,9,Recent Customers
13239,1874,1,452.0400085,2,4,3,243,9,Recent Customers
13240,1874,1,339.0299988,2,4,3,243,9,Recent Customers
13241,1874,1,361.6300049,2,4,3,243,9,Recent Customers
13242,1874,1,370.6700134,2,4,3,243,9,Recent Customers
13243,1874,1,375.1900024,2,4,3,243,9,Recent Customers
13244,1874,1,379.7099915,2,4,3,243,9,Recent Customers
13245,1874,1,384.230011,2,4,3,243,9,Recent Customers
13246,1874,1,393.269989,2,4,3,243,9,Recent Customers
13247,1874,1,397.7999878,2,4,3,243,9,Recent Customers
13248,1874,1,406.8399963,2,4,3,243,9,Recent Customers
13249,1874,1,411.3599854,2,4,3,243,9,Recent Customers
13250,1874,1,420.3999939,2,4,3,243,9,Recent Customers
13251,1874,1,427.1799927,2,4,3,243,9,Recent Customers
13252,1874,1,429.4400024,2,4,3,243,9,Recent Customers
13253,1874,1,433.9599915,2,4,3,243,9,Recent Customers
13254,1874,1,438.480011,2,4,3,243,9,Recent Customers
13255,1874,1,443.0,2,4,3,243,9,Recent Customers
13256,1874,1,447.519989,2,4,3,243,9,Recent Customers
13257,1874,1,452.0400085,2,4,3,243,9,Recent Customers
13258,1874,1,339.0299988,2,4,3,243,9,Recent Customers
13259,1874,1,361.6300049,2,4,3,243,9,Recent Customers
13260,1874,1,370.6700134,2,4,3,243,9,Recent Customers
13261,1874,1,375.1900024,2,4,3,243,9,Recent Customers
13262,1874,1,379.7099915,2,4,3,243,9,Recent Customers
13263,1874,1,384.230011,2,4,3,243,9,Recent Customers
13264,1874,1,393.269989,2,4,3,243,9,Recent Customers
13265,1874,1,397.7999878,2,4,3,243,9,Recent Customers
13266,1874,1,406.8399963,2,4,3,243,9,Recent Customers
13267,1874,1,411.3599854,2,4,3,243,9,Recent Customers
13268,1874,1,420.3999939,2,4,3,243,9,Recent Customers
13269,1874,1,427.1799927,2,4,3,243,9,Recent Customers
13270,1874,1,429.4400024,2,4,3,243,9,Recent Customers
13271,1874,1,433.9599915,2,4,3,243,9,Recent Customers
13272,1874,1,438.480011,2,4,3,243,9,Recent Customers
13273,1874,1,443.0,2,4,3,243,9,Recent Customers
13274,1874,1,447.519989,2,4,3,243,9,Recent Customers
13275,1874,1,452.0400085,2,4,3,243,9,Recent Customers
13276,1874,1,339.0299988,2,4,3,243,9,Recent Customers
13277,1874,1,361.6300049,2,4,3,243,9,Recent Customers
13278,1874,1,370.6700134,2,4,3,243,9,Recent Customers
13279,1874,1,375.1900024,2,4,3,243,9,Recent Customers
13280,1874,1,379.7099915,2,4,3,243,9,Recent Customers
13281,1874,1,384.230011,2,4,3,243,9,Recent Customers
13282,1874,1,393.269989,2,4,3,243,9,Recent Customers
13283,1874,1,397.7999878,2,4,3,243,9,Recent Customers
13284,1874,1,406.8399963,2,4,3,243,9,Recent Customers
13285,1874,1,411.3599854,2,4,3,243,9,Recent Customers
13286,1874,1,420.3999939,2,4,3,243,9,Recent Customers
13287,1874,1,427.1799927,2,4,3,243,9,Recent Customers
13288,1874,1,429.4400024,2,4,3,243,9,Recent Customers
13289,1874,1,433.9599915,2,4,3,243,9,Recent Customers
13290,1874,1,438.480011,2,4,3,243,9,Recent Customers
13291,1874,1,443.0,2,4,3,243,9,Recent Customers
13292,1873,1,447.519989,2,4,3,243,9,Recent Customers
13293,1873,1,452.0400085,2,4,3,243,9,Recent Customers
13294,1873,1,339.0299988,2,4,3,243,9,Recent Customers
13295,1873,1,361.6300049,2,4,3,243,9,Recent Customers
13296,1873,1,370.6700134,2,4,3,243,9,Recent Customers
13297,1873,1,375.1900024,2,4,3,243,9,Recent Customers
13298,1873,1,379.7099915,2,4,3,243,9,Recent Customers
13299,1873,1,384.230011,2,4,3,243,9,Recent Customers
13300,1873,1,393.269989,2,4,3,243,9,Recent Customers
13301,1873,1,397.7999878,2,4,3,243,9,Recent Customers
13302,1873,1,406.8399963,2,4,3,243,9,Recent Customers
13303,1873,1,411.3599854,2,4,3,243,9,Recent Customers
13304,1873,1,420.3999939,2,4,3,243,9,Recent Customers
13305,1873,1,427.1799927,2,4,3,243,9,Recent Customers
13306,1873,1,429.4400024,2,4,3,243,9,Recent Customers
13307,1873,1,433.9599915,2,4,3,243,9,Recent Customers
13308,1873,1,438.480011,2,4,3,243,9,Recent Customers
13309,1873,1,443.0,2,4,3,243,9,Recent Customers
13310,1873,1,447.519989,2,4,3,243,9,Recent Customers
13311,1873,1,452.0400085,2,4,3,243,9,Recent Customers
13312,1873,1,339.0299988,2,4,3,243,9,Recent Customers
13313,1873,1,361.6300049,2,4,3,243,9,Recent Customers
13314,1873,1,370.6700134,2,4,3,243,9,Recent Customers
13315,1873,1,375.1900024,2,4,3,243,9,Recent Customers
13316,1873,1,379.7099915,2,4,3,243,9,Recent Customers
13317,1873,1,384.230011,2,4,3,243,9,Recent Customers
13318,1873,1,393.269989,2,4,3,243,9,Recent Customers
13319,1873,1,397.7999878,2,4,3,243,9,Recent Customers
13320,1873,1,406.8399963,2,4,3,243,9,Recent Customers
13321,1873,1,411.3599854,2,4,3,243,9,Recent Customers
13322,1873,1,420.3999939,2,4,3,243,9,Recent Customers
13323,1873,1,427.1799927,2,4,3,243,9,Recent Customers
13324,1873,1,429.4400024,2,4,3,243,9,Recent Customers
13325,1873,1,433.9599915,2,4,3,243,9,Recent Customers
13326,1873,1,438.480011,2,4,3,243,9,Recent Customers
13327,1873,1,443.0,2,4,3,243,9,Recent Customers
13328,1873,1,447.519989,2,4,3,243,9,Recent Customers
13329,1873,1,452.0400085,2,4,3,243,9,Recent Customers
13330,1873,1,339.0299988,2,4,3,243,9,Recent Customers
13331,1873,1,361.6300049,2,4,3,243,9,Recent Customers
13332,1873,1,370.6700134,2,4,3,243,9,Recent Customers
13333,1873,1,375.1900024,2,4,3,243,9,Recent Customers
13334,1873,1,379.7099915,2,4,3,243,9,Recent Customers
13335,1873,1,384.230011,2,4,3,243,9,Recent Customers
13336,1873,1,393.269989,2,4,3,243,9,Recent Customers
13337,1873,1,397.7999878,2,4,3,243,9,Recent Customers
13338,1873,1,406.8399963,2,4,3,243,9,Recent Customers
13339,1873,1,411.3599854,2,4,3,243,9,Recent Customers
13340,1873,1,420.3999939,2,4,3,243,9,Recent Customers
13341,1873,1,427.1799927,2,4,3,243,9,Recent Customers
13342,1873,1,429.4400024,2,4,3,243,9,Recent Customers
13343,1873,1,433.9599915,2,4,3,243,9,Recent Customers
13344,1873,1,438.480011,2,4,3,243,9,Recent Customers
13345,1873,1,443.0,2,4,3,243,9,Recent Customers
13346,1873,1,447.519989,2,4,3,243,9,Recent Customers
13347,1873,1,452.0400085,2,4,3,243,9,Recent Customers
13348,1873,1,339.0299988,2,4,3,243,9,Recent Customers
13349,1873,1,361.6300049,2,4,3,243,9,Recent Customers
13350,1873,1,370.6700134,2,4,3,243,9,Recent Customers
13351,1873,1,375.1900024,2,4,3,243,9,Recent Customers
13352,1873,1,379.7099915,2,4,3,243,9,Recent Customers
13353,1873,1,384.230011,2,4,3,243,9,Recent Customers
13354,1873,1,393.269989,2,4,3,243,9,Recent Customers
13355,1873,1,397.7999878,2,4,3,243,9,Recent Customers
